# total density of states output by FHI-aims 
# The energy reference for this output is the chemical potential, mu =       -4.497991 eV
#    Energy (eV)      DOS 
        -20.50200899          0.00000000
        -20.49700899          0.00000000
        -20.49200899          0.00000000
        -20.48700899          0.00000000
        -20.48200899          0.00000000
        -20.47700899          0.00000000
        -20.47200899          0.00000000
        -20.46700899          0.00000000
        -20.46200899          0.00000000
        -20.45700899          0.00000000
        -20.45200899          0.00000000
        -20.44700899          0.00000000
        -20.44200899          0.00000000
        -20.43700899          0.00000000
        -20.43200899          0.00000000
        -20.42700899          0.00000000
        -20.42200899          0.00000000
        -20.41700899          0.00000000
        -20.41200899          0.00000000
        -20.40700899          0.00000000
        -20.40200899          0.00000000
        -20.39700899          0.00000000
        -20.39200899          0.00000000
        -20.38700899          0.00000000
        -20.38200899          0.00000000
        -20.37700899          0.00000000
        -20.37200899          0.00000000
        -20.36700899          0.00000000
        -20.36200899          0.00000000
        -20.35700899          0.00000000
        -20.35200899          0.00000000
        -20.34700899          0.00000000
        -20.34200899          0.00000000
        -20.33700899          0.00000000
        -20.33200899          0.00000000
        -20.32700899          0.00000000
        -20.32200899          0.00000000
        -20.31700899          0.00000000
        -20.31200899          0.00000000
        -20.30700899          0.00000000
        -20.30200899          0.00000000
        -20.29700899          0.00000000
        -20.29200899          0.00000000
        -20.28700899          0.00000000
        -20.28200899          0.00000000
        -20.27700899          0.00000000
        -20.27200899          0.00000000
        -20.26700899          0.00000000
        -20.26200899          0.00000000
        -20.25700899          0.00000000
        -20.25200899          0.00000000
        -20.24700899          0.00000000
        -20.24200899          0.00000000
        -20.23700899          0.00000000
        -20.23200899          0.00000000
        -20.22700899          0.00000000
        -20.22200899          0.00000000
        -20.21700899          0.00000000
        -20.21200899          0.00000000
        -20.20700899          0.00000000
        -20.20200899          0.00000000
        -20.19700899          0.00000000
        -20.19200899          0.00000000
        -20.18700899          0.00000000
        -20.18200899          0.00000000
        -20.17700899          0.00000000
        -20.17200899          0.00000000
        -20.16700899          0.00000000
        -20.16200899          0.00000000
        -20.15700899          0.00000000
        -20.15200899          0.00000000
        -20.14700899          0.00000000
        -20.14200899          0.00000000
        -20.13700899          0.00000000
        -20.13200899          0.00000000
        -20.12700899          0.00000000
        -20.12200899          0.00000000
        -20.11700899          0.00000000
        -20.11200899          0.00000000
        -20.10700899          0.00000000
        -20.10200899          0.00000000
        -20.09700899          0.00000000
        -20.09200899          0.00000000
        -20.08700899          0.00000000
        -20.08200899          0.00000000
        -20.07700899          0.00000000
        -20.07200899          0.00000000
        -20.06700899          0.00000000
        -20.06200899          0.00000000
        -20.05700899          0.00000000
        -20.05200899          0.00000000
        -20.04700899          0.00000000
        -20.04200899          0.00000000
        -20.03700899          0.00000000
        -20.03200899          0.00000000
        -20.02700899          0.00000000
        -20.02200899          0.00000000
        -20.01700899          0.00000000
        -20.01200899          0.00000000
        -20.00700899          0.00000000
        -20.00200899          0.00000000
        -19.99700899          0.00000000
        -19.99200899          0.00000000
        -19.98700899          0.00000000
        -19.98200899          0.00000000
        -19.97700899          0.00000000
        -19.97200899          0.00000000
        -19.96700899          0.00000000
        -19.96200899          0.00000000
        -19.95700899          0.00000000
        -19.95200899          0.00000000
        -19.94700899          0.00000000
        -19.94200899          0.00000000
        -19.93700899          0.00000000
        -19.93200899          0.00000000
        -19.92700899          0.00000000
        -19.92200899          0.00000000
        -19.91700899          0.00000000
        -19.91200899          0.00000000
        -19.90700899          0.00000000
        -19.90200899          0.00000000
        -19.89700899          0.00000000
        -19.89200899          0.00000000
        -19.88700899          0.00000000
        -19.88200899          0.00000000
